"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"11",0.208708758488609,0.198573061664348,0.290566405707187,0.342658961524745,0.321310379369261,0.353220089892896,0.276785105891418,0.355968999410483,0.392417218113436,0.465408150045096,1,0.378131284812713,0.453706443160294,0.274922241721034,0.447757086040585,0.356100591246991,0.369337322428835,0.315813320561245,0.319111233502997,0.353616528023917,0.409671432688398
"12",0.271119232192976,0.142837886170072,0.304325364245735,0.325037881638117,0.238734460893539,0.280716734206482,0.189097195964771,0.259868162121403,0.325623819210032,0.358400624613444,0.378131284812713,1,0.372154114954367,0.0958774423440951,0.334418024757507,0.276786329313637,0.334766848866741,0.226822351192607,0.268343369381089,0.348294934412698,0.307909981439755
"13",0.197506196378736,0.175246766236871,0.334296664689473,0.248909650186151,0.324692552758747,0.405988953185781,0.32149413126856,0.401106058792017,0.383816709683023,0.417910007411935,0.453706443160294,0.372154114954367,1,0.301918098461704,0.465378107704136,0.406775285386923,0.389856842728673,0.450800480034293,0.306200616960122,0.34791230254946,0.416603510365621
"14",0.1867932680554,0.272368818035406,0.199596466983558,0.0795475451374043,0.239800720448132,0.264042403427226,0.295153135743094,0.333836516938218,0.24953229022395,0.214983224642608,0.274922241721034,0.0958774423440951,0.301918098461704,1,0.262884732287267,0.205746056376283,0.0838785335635534,0.298348919254645,0.198147077794535,0.161022021362585,0.158178697065303
"15",0.217549762950402,0.170160706524142,0.265327392028261,0.359536527647834,0.20550543025479,0.367472486495986,0.386303860655445,0.466867615999735,0.486066176311676,0.380267130976117,0.447757086040585,0.334418024757507,0.465378107704136,0.262884732287267,1,0.367316882838488,0.326030699079653,0.340544558262967,0.41988217234358,0.458856837437849,0.419516901710307
"16",0.1408619540141,0.0913566959051623,0.318776841619438,0.202157908578227,0.300483558540877,0.234664335239552,0.27119167751542,0.281577014550566,0.332197401968732,0.475991060009051,0.356100591246991,0.276786329313637,0.406775285386923,0.205746056376283,0.367316882838488,1,0.438075261710472,0.214855377907973,0.209444701796045,0.280433691521924,0.413937809614989
"17",0.142276451905106,0.0353019778078782,0.384884780765405,0.166294112357232,0.203865579489494,0.21662276364369,0.176445920278981,0.226588905540439,0.352235117888096,0.500913914245615,0.369337322428835,0.334766848866741,0.389856842728673,0.0838785335635534,0.326030699079653,0.438075261710472,1,0.267709367067934,0.191970238718736,0.380667350120156,0.610003442732628
"18",0.19255444571222,0.181267939549943,0.19016741752684,0.219050048581382,0.287984333534991,0.398182571226674,0.349015076930632,0.396583210360366,0.306130297198982,0.161903046464904,0.315813320561245,0.226822351192607,0.450800480034293,0.298348919254645,0.340544558262967,0.214855377907973,0.267709367067934,1,0.315026852397562,0.396085831335871,0.21726428736651
"19",0.187913142303535,0.261594155088291,0.234177565796055,0.373399318685658,0.31207248910616,0.256515104700883,0.306928651788787,0.341135177487941,0.286208547715952,0.210402976142951,0.319111233502997,0.268343369381089,0.306200616960122,0.198147077794535,0.41988217234358,0.209444701796045,0.191970238718736,0.315026852397562,1,0.402754434363783,0.262767446694618
"20",0.202681891568315,0.150153017819264,0.234089395284893,0.33916039045271,0.189068885668326,0.263146507312332,0.267208995879116,0.352609073451002,0.380569141622788,0.366358748915749,0.353616528023917,0.348294934412698,0.34791230254946,0.161022021362585,0.458856837437849,0.280433691521924,0.380667350120156,0.396085831335871,0.402754434363783,1,0.458345682390384
"21",0.101377287524431,0.0257369950203456,0.403782779994805,0.245714070355245,0.16140323574576,0.222719243693684,0.168133576604076,0.197175056290323,0.305653522959433,0.53932270707843,0.409671432688398,0.307909981439755,0.416603510365621,0.158178697065303,0.419516901710307,0.413937809614989,0.610003442732628,0.21726428736651,0.262767446694618,0.458345682390384,1
