dQ2A,dQ3D,dQ4A,dQ5D,dQ6S,dQ7A,dQ8S,dQ10D,dQ13D,dQ14S,dQ16D,dQ17D,dQ18S,dQ19A,dQ20A,dQ21D,dQ1S,dQ9A,dQ11S,dQ12S,dQ15A
-0.08852229570765904,0.016279836357249885,-0.10216000936503612,0.006413691544185216,-0.1243996689375176,-0.041558335479303404,-0.1153279157893334,0.1085649423421939,-0.037626900564940995,-0.03219371765393616,1,0.0957666669589684,-0.1250730942425517,-0.11033397516742276,-0.11048591386806311,0.05137358331681754,-0.06815694879295565,-0.0765893133806864,-0.07818055878803855,-0.05516818381857061,-0.10942177691157783
-0.15536495934976494,0.08440020509787227,-0.14786801172508446,-0.10855211787332208,-0.13268432542577235,-0.16164054714161502,-0.17736266822519683,0.14118619884654912,-0.04857124537774707,-0.1685663832916736,0.0957666669589684,1,-0.06546125891360362,-0.14468649584906007,-6.505154053786948e-4,0.2896857860198295,-0.0756486712938236,-0.040149706596810164,-0.05992533278585808,1.3865474352169708e-4,-0.15397224042198665
0.00581939065541119,-0.0981399082751799,-0.04922691092452599,0.021024899293223,0.09410478936924814,0.0541687350187685,0.055753564270730714,-0.24109708213200703,0.06152143106524538,0.06868303277530717,-0.1250730942425517,-0.06546125891360362,1,0.02088489658127687,0.05643282731755329,-0.11472136222755348,0.0058856438683515975,-0.0740503006695003,-0.0898660264686176,-0.0847782255313877,-0.06592492683668613
0.0869494503880996,-0.04541055017103561,0.10165391295490261,0.056729060864011034,-0.04699263107189558,0.017570712494086906,-0.0029762910754214658,-0.18044305416823003,-0.10622082501786223,-0.03534740380958815,-0.11033397516742276,-0.14468649584906007,0.02088489658127687,1,0.06453771030343775,-0.08665916759398237,-3.187903001886978e-6,-0.07429193613812425,-0.07891597566307275,-0.04342911103084636,0.0364285642451955
-0.06351249612433223,-0.12330744333857602,0.03177448436061958,-0.148107543655103,-0.10600771504192799,-0.0711626777787275,-0.05214749381850476,-0.06680945603767723,-0.13395974716687079,-0.10894303961877579,-0.11048591386806311,-6.505154053786948e-4,0.05643282731755329,0.06453771030343775,1,0.08109931007739084,-0.021104565503995625,-0.036585770647316836,-0.1119526908404688,-0.015391201575842626,0.0011058866253951815
-0.16889643320277445,0.06765458916742353,-0.07132313427817721,-0.1429769366714717,-0.15516314576618545,-0.19210731059078479,-0.2132501810437102,0.16270884011215206,-0.029150171215374377,-0.10686206833664752,0.05137358331681754,0.2896857860198295,-0.11472136222755348,-0.08665916759398237,0.08109931007739084,1,-0.11964747374496278,-0.11187961501981201,-0.014106007597798847,-0.04465328676368642,-0.05694344731392576
0.06762490675224847,-0.04423219297348961,-0.04269770388394303,0.04520490783938089,0.002608974840220253,-0.030703091531786644,0.045563937780615175,-0.06261764536697878,-0.06772920222492958,0.03945929757815379,-0.06815694879295565,-0.0756486712938236,0.0058856438683515975,-3.187903001886978e-6,-0.021104565503995625,-0.11964747374496278,1,-0.0205972958606252,-0.04819917538383226,0.06925890705838426,-0.05073009593571565
-0.075448405416284,-0.05854388598110451,-0.12245502961005086,-0.04916467525203377,-0.022805631834314524,0.022319305935237305,-0.01756602133072196,-0.030444302365108394,-0.12555327346780276,-0.03661710189618476,-0.0765893133806864,-0.040149706596810164,-0.0740503006695003,-0.07429193613812425,-0.036585770647316836,-0.11187961501981201,-0.0205972958606252,1,-0.08686172679287757,-0.03488259217958138,0.02238735650213582
-0.02896278948611058,-0.0807445938412895,-0.004338465387995449,-0.027967931232847125,-0.0509582345430522,-0.1321210829935485,-0.1208788080343778,0.017557648822769313,-0.06832316892358935,-0.020799576933768694,-0.07818055878803855,-0.05992533278585808,-0.0898660264686176,-0.07891597566307275,-0.1119526908404688,-0.014106007597798847,-0.04819917538383226,-0.08686172679287757,1,-0.007738633919744263,-0.08153837002324832
-0.024389062477233388,0.016818466816170753,0.06240899854952742,-0.04827344653811051,-0.04572271700327856,-0.11448663772535905,-0.10833601021272167,-0.012159824236123657,-0.021819174048121805,-0.13807297759123757,-0.05516818381857061,1.3865474352169708e-4,-0.0847782255313877,-0.04342911103084636,-0.015391201575842626,-0.04465328676368642,0.06925890705838426,-0.03488259217958138,-0.007738633919744263,1,-0.10405953445762053
-0.07150398555804645,-0.1404423776840901,0.012251998869272172,-0.18977162052108681,-0.06363785724603341,-0.002257053672911134,0.0169419845599324,-0.1402789233066089,-0.07836612172054971,-0.04513147811474878,-0.10942177691157783,-0.15397224042198665,-0.06592492683668613,0.0364285642451955,0.0011058866253951815,-0.05694344731392576,-0.05073009593571565,0.02238735650213582,-0.08153837002324832,-0.10405953445762053,1
